place_id,name,address,latitude,longitude,rating,user_ratings_total,business_status,types,brand
ChIJ8dHlgpIzpg0RkbrHW2wwtJ4,Station Service Petromin Oils,"HF67+683, Avenue Abdelkader Essahraoui, Casablanca",33.5605069,-7.536695699999997,,,OPERATIONAL,"gas_station, point_of_interest, establishment",Petromin
ChIJJwCdMfAzpg0RHTEbfAbNMS8,Station service Total,"HF29+RWJ, Casablanca",33.5520751,-7.530248500000001,4.1,8.0,OPERATIONAL,"gas_station, point_of_interest, establishment",TotalEnergies
ChIJY5Q8VOPLpw0R35bnsufI260,Afriquia TACHAROUK 1,"Boulevard Oqba Bnou Nafii, Avenue Abdelkader Essahraoui, Dar-el-Beida",33.5698432,-7.521934600000001,3.5,24.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Afriquia
ChIJW-1obADLpw0RN5Hbl7N8clg,Station petrom,"41 Avenue Abdelkader Essahraoui, Casablanca",33.5704164,-7.5222947,,,OPERATIONAL,"gas_station, point_of_interest, establishment",Petrom
ChIJazVZ-KvMpw0Rs_pJHljnrlQ,TotalEnergies Attacharouk,"HFCC+W7C, Boulevard Oqba Bnou Nafii, Casablanca",33.5723028,-7.529354999999998,3.7,158.0,OPERATIONAL,"gas_station, point_of_interest, establishment",TotalEnergies
ChIJ3dZP-KvMpw0RV-6oF8d_E7o,Station Service Afriquia,"Tacharouk, Bv Oqba Ibno Nafii, Dar-el-Beida",33.572478,-7.530057099999998,3.4,60.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Afriquia
ChIJ3c-obAA1pg0RkifMFfHDiFg,PETROMIN ATTACHAROUK,"HF8V+PR5, Casablanca",33.566224,-7.5059064,,,OPERATIONAL,"gas_station, point_of_interest, establishment",Petromin
ChIJm7HSWwA1pg0RWmLo-bMomUI,Station afriquia,"Km 14, 5, Bp 80 Route Ben Slimane, Tit Mellil",33.5619334,-7.493925699999999,,,OPERATIONAL,"gas_station, point_of_interest, establishment",Afriquia
ChIJBUV9ftk0pg0Rw5EafT14sec,Station-service inov,"HG47+974, N9, Tit Mellil",33.5558864,-7.486801999999999,3.6,39.0,OPERATIONAL,"gas_station, point_of_interest, establishment",INOV
ChIJnWyjudk0pg0R7OoF51FG0iE,Station Winxo Tit Mellil,"P3309, Casablanca",33.5573169,-7.484987599999999,3.7,87.0,OPERATIONAL,"gas_station, car_repair, point_of_interest, establishment",Winxo
ChIJj1MzMQDLpw0RvTPKw-yU7WU,Station Service appollo Ahl loughlam,"HGC8+VVR, Settat",33.5715683,-7.4832918,4.8,5.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Appollo
ChIJX9CKED_Tpw0R8scEDTqIW7Q,Station Service Afriquia,"Route d'Azemmour Angle Boulevard Abi Rakrak Et Ibnou Haitam Quartier, Dar-el-Beida",33.5771291,-7.6744951,3.4,151.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Afriquia
ChIJ4WGMbh3Tpw0RWjsSeqvPMiM,Station Winxo,"H8RW+86M, Boulevard Franklin Roosevelt, Casablanca",33.5908412,-7.6544589,3.7,71.0,OPERATIONAL,"gas_station, car_wash, car_repair, point_of_interest, establishment",Winxo
ChIJBSAZHR3Tpw0REtRQOPS7NjM,Shell,"Rue Lice Anfa, Boulevard Kennedy, Dar-el-Beida",33.59110500000001,-7.657368999999999,3.9,70.0,OPERATIONAL,"gas_station, cafe, convenience_store, store, point_of_interest, food, establishment",Shell
ChIJTca2l8DNpw0ReTROLhUFELk,OLA ENERGY MARCHE DE GROS,"Av Abdellah Ben Yassine, Casablanca",33.584948,-7.650336999999999,,,OPERATIONAL,"gas_station, point_of_interest, establishment",Ola Energy
ChIJCTAk2eDSpw0Rioxa7ifmIzI,OLA ENERGY SPORT,"12 BOULEVARD IBN SINA, Casablanca",33.584928,-7.650309999999999,3.9,25.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Ola Energy
ChIJdzwvKW3Tpw0Rso7pchCnidE,Shell,"125 Rue des Soissons, الدار البيضاء",33.5867157,-7.649229699999999,5.0,1.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Shell
ChIJZVw8ZwDTpw0RYUlpSKT4wwo,Station Afriquia Anfa,"H8RW+XG7, Casablanca",33.5928286,-7.6538299,3.7,17.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Afriquia
ChIJd2tAuObSpw0Rdq3Sfcs5ALs,Shell Doumer,"Avicenne / Alexandre 1Er, Boulevard Abdelkrim Al Khattabi, الدار البيضاء",33.5867117,-7.6491851,3.6,80.0,OPERATIONAL,"gas_station, convenience_store, store, restaurant, point_of_interest, food, establishment",Shell
ChIJR3kkNQDTpw0R9IQfYZDdrBw,Station Petrom,"H9P2+C96, Casablanca",33.5860459,-7.649119300000001,5.0,2.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Petrom
ChIJJ5klDeTSpw0ReBKRD9qxp7Q,TotalEnergies VELODROME,"Boulevard Moulay Rachid, Casablanca",33.58939290000001,-7.648765199999999,4.0,95.0,OPERATIONAL,"gas_station, point_of_interest, establishment",TotalEnergies
ChIJPWHbNwDTpw0RQgyJzpDO26A,Afriquia Chantilly,"10 Boulevard Ibnou Sina, Casablanca",33.5812435,-7.652807,3.3,80.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Afriquia
ChIJVVUlgiDTpw0RY6y5WbXT5WA,Winxo,"H8HW+G2V, Casablanca",33.5788696,-7.6549381,1.8,5.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Winxo
ChIJ4RrXc7rSpw0RKFVElukRStc,TotalEnergies Al Massira,"87.0 Boulevard Al Massira Al Khadra, Casablanca",33.58706540000001,-7.6412924,3.9,103.0,OPERATIONAL,"gas_station, point_of_interest, establishment",TotalEnergies
ChIJ55aikPvTpw0RKCCY-nfCkc0,Station Service Petromin Oils,"RUE OUMAYMA SAYEH, Casablanca",33.5880001,-7.6387604,3.2,11.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Petromin
ChIJszfo38jTpw0RBcdTsNyvezA,station d'essence Shell,"H9V5+VRH, Casablanca",33.5946982,-7.640375399999999,2.0,4.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Shell
ChIJ4VBOWuzSpw0R2WUtHhBtZ3s,TotalEnergies RACINE,"Rond Point, Boulevard Mohammed Zerktouni, Casablanca",33.59061630000001,-7.6359808,4.2,52.0,OPERATIONAL,"gas_station, point_of_interest, establishment",TotalEnergies
ChIJU98WTcHSpw0R8uWCjXAktOg,Shell Station,"Boulevard Brahim Roudani, Casablanca",33.577723,-7.637704999999999,3.4,36.0,OPERATIONAL,"gas_station, convenience_store, food, point_of_interest, store, establishment",Shell
ChIJvXctDY3Spw0RzNPKfQhSiws,SOMAP,"H9W9+766, Boulevard Ziraoui, Casablanca",33.5956671,-7.631987099999999,3.2,46.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Somap
ChIJV2L7Er3Spw0RYebOyQCOrR4,Station d'essence Shell Feth,"H9JG+X89, Casablanca",33.5824169,-7.6241523,3.8,52.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Shell
ChIJOeeoRr3Spw0Rbcca90kBdi0,Station-service Winxo,"H9MG+5MX, Casablanca",33.582975,-7.623269199999998,2.3,8.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Winxo
ChIJ1bkBsZXSpw0RMj6gZ3QlfNU,Station Petrom,"H9PC+954, Casablanca",33.58588,-7.6295405,3.7,24.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Petrom
ChIJc4lv257Spw0RmxJSXM0vbxE,Winxo,"H9QM+4MC, Casablanca",33.5878108,-7.6158703,2.3,7.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Winxo
ChIJD3GJxZTSpw0RODtAbjIEe8M,Winxo,"H9P8+RXV, Boulevard Mohammed Zerktouni, Casablanca",33.58711869999999,-7.6325664,2.5,13.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Winxo
ChIJUwLYCKDSpw0Rmw8Kksfyni4,Station Service Afriquia,"Boulevard de la Résistance, Casablanca",33.5838726,-7.611736100000001,3.5,78.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Afriquia
ChIJkyp_OIPSpw0R2y2a7_gT_-g,Total Maroc (Standard),"Sidi Belyout Quartier Alsace Orraine Boulevard Zer, Nador, Casablanca",33.596457,-7.615478,1.0,1.0,OPERATIONAL,"gas_station, point_of_interest, establishment",TotalEnergies
ChIJY06JtY3Spw0Reg1eaFXzmoA,TotalEnergies El Ghouroub gas station,"61 Boulevard de Bordeaux, Casablanca",33.5972477,-7.629022099999999,3.6,16.0,OPERATIONAL,"gas_station, car_repair, point_of_interest, establishment",TotalEnergies
ChIJfRKesWvTpw0RolsECaAymmA,Station de Service Winxo,"H9X9+FGR, Boulevard de Bordeaux, Casablanca",33.5987497,-7.6312263,3.0,2.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Winxo
ChIJGwcu7FjNpw0RoxweVcxWdhY,Station Winxo,"H9GR+X35, Casablanca",33.577377,-7.609767999999999,2.8,5.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Winxo
ChIJDeHjb_PSpw0RKCyOKBgVR1E,TotalEnergies ALMA,"185 Boulevard de Bordeaux, Casablanca",33.5992704,-7.635187699999999,4.3,83.0,OPERATIONAL,"gas_station, point_of_interest, establishment",TotalEnergies
ChIJj6dByCrNpw0Rii4DLboGXGo,OLA ENERGY DAKAR,"Place Dakar, Casablanca",33.589895,-7.603979,,,OPERATIONAL,"gas_station, point_of_interest, establishment",Ola Energy
ChIJ_21AIvPNpw0R4xTu8_1xLd0,OLA ENERGY LYON,"1 Rue Bachir AL Ibrahimi, Casablanca",33.589905,-7.603961999999999,3.5,11.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Ola Energy
ChIJXZDFV_XSpw0RdjtCwgS20Bc,Shell,"Boulevard Moulay Youssef, Casablanca",33.6016807,-7.633137199999999,3.6,54.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Shell
ChIJUZVX8RXNpw0RrR7QsLtsFWA,Shell,"Boulevard Mohammed VI, Route, Mediouna",33.5827675,-7.603913300000001,3.2,39.0,OPERATIONAL,"gas_station, point_of_interest, store, establishment",Shell
ChIJb575Gm_Npw0RAiCTV1XIpUo,Station Shell,"Boulevard Emile Zola, الدار البيضاء",33.585938,-7.584405999999999,3.9,36.0,OPERATIONAL,"gas_station, point_of_interest, store, establishment",Shell
ChIJk21m1ATNpw0R0ufOIrTUF50,Station Shell,"Boulevard Moulay Ismaïl, Casablanca",33.5982359,-7.5759235,3.8,37.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Shell
ChIJx-Vy0UHNpw0Ruqgw3H8vBPo,Station Service Afriquia,"Centre Commercial, Rue du Sergent Azdam Driss, Boulevard Ibn Tachfine, Dar-el-Beida",33.585151,-7.592725299999999,3.0,78.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Afriquia
ChIJuw_qHmrNpw0RC2gySKLXNMQ,OLA ENERGY BOULHAUT,"et Rue d'ifni, Boulevard Ibn Tachfine, Casablanca",33.586972,-7.594766,4.3,12.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Ola Energy
ChIJ1aTKo-7Npw0RBJ4sldV3GTg,Station petrom Pierre fond,"HCR4+37, Casablanca",33.5901491,-7.5943741,,,OPERATIONAL,"gas_station, point_of_interest, establishment",Petrom
ChIJ8Z9HrY3Npw0RxvwwgTOr4bM,Shell,"Bd Ba Hmad, Angle Rue Planquette, Dar-el-Beida",33.59387299999999,-7.587734,1.5,4.0,OPERATIONAL,"gas_station, convenience_store, point_of_interest, food, store, establishment",Shell
ChIJHSqpW2jNpw0RwZUARn8Hl7k,Station-service Shell,"Boulevard Ibn Tachfine, Boulevard Mohamed V, Casablanca",33.5876554,-7.5987377,3.8,20.0,OPERATIONAL,"gas_station, point_of_interest, store, establishment",Shell
ChIJnxtioELNpw0RvQPB0DWqm_M,Station Winxo,"HCP2+569, Casablanca",33.5854073,-7.599389400000001,4.2,6.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Winxo
ChIJW-K7xG3Npw0RW3Di9WpuhXw,TotalEnergies AL AMAL,"Km 42, Boulevard Emille Zola, Route Azemmour, Casablanca",33.59506749999999,-7.594423999999998,3.8,44.0,OPERATIONAL,"gas_station, point_of_interest, establishment",TotalEnergies
ChIJ8ygft-bNpw0Rs2_XmuvS5FE,Afriquia LA GIRONDE,"Rond-point, Boulevard Ifni, Place Al Khaibar, Dar-el-Beida",33.5839644,-7.599175600000002,,,OPERATIONAL,"gas_station, point_of_interest, establishment",Afriquia
ChIJ4d60OoHNpw0RuOH-aABCvfs,Station service Shell AlYassir (Electrique véhicule),"N1, Casablanca",33.5929405,-7.598493599999998,2.5,8.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Shell
ChIJxX5DM2bNpw0Rfzbff9zsVfM,Station Petrom,"14 Rue Capitaine Bousserghine Hammadi, Casablanca",33.5880026,-7.602058199999998,3.7,12.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Petrom
ChIJzVBf2W_Npw0RCsVJJ97dH-0,Shell,"19 Avenue Pasteur, Casablanca",33.596392,-7.598668999999999,3.3,11.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Shell
ChIJM1H84VzNpw0RUnLwuF1WBUg,TotalEnergies MAMOUNIA,"Rue Bachir Ibrahimi, Casablanca",33.5825093,-7.602164499999999,3.6,55.0,OPERATIONAL,"gas_station, point_of_interest, establishment",TotalEnergies
ChIJD5vyBevNpw0RoVS_Ux-UZ5s,Shell,"Ambass B Aicha, Boulevard Zubayr Ibn Al Awam, الدار البيضاء",33.5991433,-7.590250099999999,2.0,2.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Shell
ChIJ285IWGXNpw0RnmrkBi8G2fI,Shell,"2 Avenue Pasteur, Casablanca",33.59575599999999,-7.601392699999999,3.5,25.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Shell
ChIJ2VpgU2TNpw0RLYkGqQ2WzTs,OLA ENERGY CENTRE CASA,"302 Boulevard Mohamed V, Dar-el-Beida",33.593372,-7.603381999999999,4.0,20.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Ola Energy
ChIJVe4oJw3Npw0R2HvXHYuF188,TotalEnergies ROCHES NOIRES,"Boulevard de l, Boulevard Moulay Slimane, Casablanca",33.599856,-7.588628599999998,3.9,54.0,OPERATIONAL,"gas_station, point_of_interest, establishment",TotalEnergies
ChIJzzUcLA7Npw0RXO6dlfHSOio,Station Oilibya,"Boulevard Amr Ibnou Ass, Casablanca",33.5980795,-7.5819343,3.8,31.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Ola Energy
ChIJ_VeXpfXNpw0RPnmKTi7qIjA,Shell,"Route 1077 Boulevard de la Résistance, Casablanca",33.5938401,-7.603896,5.0,1.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Shell
ChIJwx5UxwLNpw0Rtem9iIvol7g,Ola insustrie,"159 Boulevard Moulay Ismaïl, Casablanca",33.5980689,-7.5818482,3.5,6.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Ola Energy
ChIJW4Zgh_TNpw0RxzPJdv4nbPs,Winxo - Petrol station,"HCPF+3QR, Casablanca",33.58523479999999,-7.575604299999999,2.8,8.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Winxo
ChIJSQfN47jNpw0RTSdHKXWV--4,Station shell,"HCMQ+XQG, Boulevard Zouhair Mohamed Najjar, Casablanca",33.5849382,-7.560542700000001,3.9,7.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Shell
ChIJ51NFmdzMpw0R-nYX6ToDoEc,TotalEnergies DAR CHEMS,"Boulevard de la Grande Ceinture, Casablanca",33.5827436,-7.558814900000001,3.9,109.0,OPERATIONAL,"gas_station, point_of_interest, establishment",TotalEnergies
ChIJCSxZgxnNpw0RX-B6ilhiR_s,Shell,"Rue 35 Bloc Kodiat Im. B, Dar-el-Beida",33.589377,-7.566950999999999,5.0,1.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Shell
ChIJy2-_dZXNpw0Rj0jyIyYcP2U,Shell station,"Boulevard Oqba Bnou Nafii, Casablanca",33.58042779999999,-7.5613591,3.8,15.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Shell
ChIJ1WnJ7NnNpw0RxabwkHCh694,Station PETROM el amane,"Daourat Mdakra, Casablanca",33.5804625,-7.563126699999999,4.0,4.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Petrom
ChIJwdnSF6TNpw0RvclWhIIW9jg,Station winxo وينكسو,Casablanca,33.5805516,-7.563727499999999,3.6,26.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Winxo
ChIJi4I0PNnMpw0R2oH4tdUoxRM,TotalEnergies Liberté,"345 Boulevard Oqba Bnou Nafii, Casablanca",33.5808449,-7.5643726,3.8,43.0,OPERATIONAL,"gas_station, point_of_interest, establishment",TotalEnergies
ChIJ9xLWmOPMpw0Rmto8ow2wXqA,TotalEnergies ETTAJ,"Boulevard Ibn Al Ouanane, Rue Marinie, Casablanca",33.59559700000001,-7.5638082,3.3,27.0,OPERATIONAL,"gas_station, point_of_interest, establishment",TotalEnergies
ChIJP1ql1SjNpw0RJ906bMFOmzg,Station-service TotalEnergies Grande Ceinture,"Angle Boulevard de la Grande Ceinture, Casablanca",33.5889332,-7.545491099999999,3.7,29.0,OPERATIONAL,"gas_station, point_of_interest, establishment",TotalEnergies
ChIJvS7AmR3Npw0RMAyVtxaRWnw,Shell Gas station,"Boulevard Ibn Al Ouanane, Casablanca",33.5950589,-7.5691552,4.0,41.0,OPERATIONAL,"gas_station, point_of_interest, store, establishment",Shell
ChIJ0zqwtc3Npw0R6VKLJPmZ0rg,Afriquia GRANDE CEINTURE I,"120 Boulevard de la Grande Ceinture, Casablanca",33.5941606,-7.5451923,5.0,1.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Afriquia
ChIJmaVNXdfNpw0RIfLBhNuIjgk,OLA ENERGY INDUSTRIE,"159 Boulevard Moulay Ismaïl, Casablanca",33.6012244,-7.5622798,,,OPERATIONAL,"gas_station, point_of_interest, establishment",Ola Energy
ChIJKf4fwwLNpw0RPSxSt8Kz6mQ,Afriquia MOULAY ISMAIL,"Cidana Ex Usine De Cirage, Boulevard Moulay Ismaïl, Dar-el-Beida",33.5996046,-7.569962799999999,3.6,84.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Afriquia
ChIJvwfuUADNpw0RictXzElDQJQ,Station maritime ola,"HFQ5+VF7, Casablanca",33.5896607,-7.541314,,,OPERATIONAL,"gas_station, point_of_interest, establishment",Ola Energy
ChIJ1fQLujLNpw0RHZw6pY6YEuQ,TotalEnergies Route de Rabat,"JF32+52G, Casablanca",33.602943,-7.5499078,4.6,56.0,OPERATIONAL,"gas_station, point_of_interest, establishment",TotalEnergies
ChIJ4WMc0gDNpw0R6RGazQfE7h4,petromin,"JF23+JPF, Boulevard de la Grande Ceinture, Casablanca",33.6015691,-7.5456957,4.4,11.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Petromin
ChIJQcwWs8TLpw0RNXKb2aka6q8,Petromin Gas Station,"Res.saada, الدار البيضاء",33.5882675,-7.5240858,2.8,13.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Petromin
ChIJNUWtPgDNpw0RMdCRf3bpTiI,Station Winxo,"Ann.panoramiq, الدار البيضاء",33.5843757,-7.529052600000001,3.0,2.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Winxo
ChIJQ4Zuoe_Lpw0R67BzbLGAG4k,Afriquia ATACADAO AIN SEBAA,"Boulevard de Makro, Casablanca",33.5967534,-7.522888900000001,4.5,2.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Afriquia
ChIJef-W8pvMpw0RhNTXhu9YWC0,Station Service Afriquia,"Route de Chabbou, Casablanca",33.5965325,-7.530763499999998,3.7,59.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Afriquia
ChIJ0WxJ0uDNpw0RvBtmLY403Lo,Petrofan Oils Station,"Boulevard Al Adarissa, Casablanca",33.5825353,-7.537090299999999,4.8,5.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Petrofan
ChIJZU4NWQDNpw0RE5j7HHkUdsQ,Afriquia tafraouti,"HFH8+FCV, rue Ghiriane, Casablanca",33.5787383,-7.533962900000001,,,OPERATIONAL,"gas_station, point_of_interest, establishment",Afriquia
ChIJrQKspoLMpw0RUCiRTD_2hT8,Station Shell Sidi Moumen,"JF2F+VX8, Casablanca",33.6021706,-7.525039,3.6,25.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Shell
ChIJBbSLy2TLpw0R1Hd2jbe7Zd8,OLA ENERGY ZOO,"Boulevard Mohamed El Yazidi, Casablanca",33.601426,-7.51757,3.5,33.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Ola Energy
ChIJdWkXnYPMpw0RAyU9cd2--EQ,Shell,"Km9, Km9 Route de Rabat, Casablanca",33.603736,-7.529539999999998,3.4,34.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Shell
ChIJ9RzZiz7Lpw0RqPF7JC9_fbo,Station Service Afriquia,"Anassi, Boulevard Mohamed Zefzaf Quartier, Casablanca",33.5885465,-7.498778799999999,3.5,280.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Afriquia
ChIJT2f_dgDLpw0R7F3H61n8j9Y,Station Afriquia,"HGR8+PP, Casablanca",33.59186249999999,-7.4831653,5.0,1.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Afriquia
ChIJRQTVLwDLpw0RKMLwkyd9HoY,Station Petromin Oil,HFHX+8M9,33.5782999,-7.5007544,,,OPERATIONAL,"gas_station, point_of_interest, establishment",Petromin
ChIJrfLDNFPLpw0RJ2t_t0MNWV4,Station Service Petrofib,"1015 Boulevard Ahl Loghlam, Casablanca",33.5986827,-7.500953699999999,3.7,3.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Petrofib
ChIJ71yKDhPLpw0RI84SfEPTmkc,Petromin,"HFXX+GMR, Casablanca",33.5988669,-7.500861599999998,4.2,30.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Petromin
ChIJ9TEoz43Lpw0R_t8zbWjFgwo,Station Service Afriquia,"Salam, 2 Rte National 9, Casablanca",33.5796424,-7.4813677,4.6,13.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Afriquia
ChIJvbsaNLnLpw0RTOFBd0eFT98,Station Service Afriquia,"Route Nationale 9 Entre Ain Harrouda Et Tit Mellil, Dar-el-Beida",33.5912883,-7.474100099999999,5.0,1.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Afriquia
ChIJfa_EMADLpw0R7G-AszLl5WU,Afriquia AL AZHAR,"Boulevard Mbarek Ben Boubker Hammadi, Casablanca",33.6044164,-7.4925848,3.6,25.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Afriquia
ChIJC9LDCc7Lpw0RVu0iG761HEs,Shell,"N9, Casablanca",33.5939945,-7.472885199999999,4.1,158.0,OPERATIONAL,"gas_station, cafe, restaurant, food, point_of_interest, store, establishment",Shell
ChIJaaKaSD7Lpw0R-JSS8GVVOpU,Afriquia CHELLALAT,"+000 Commune Chellalate, N9 Rr N°3006 ,Km 4, Dar-el-Beida",33.602137,-7.467414900000001,3.8,51.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Afriquia
ChIJnfb0VwDTpw0R9vwj5X6QSQo,Somap,"J94F+J5Q, Casablanca",33.60646090000001,-7.626724500000003,5.0,1.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Somap
ChIJPRKD0wvNpw0RHZ9Ksc8sAno,Shell,"Boulevard de l, Boulevard Moulay Slimane, Dar-el-Beida",33.6035736,-7.579847999999999,3.0,2.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Shell
ChIJXzygIADNpw0Rl6CObmfwJzU,Station winxo,"JC7V+85W, Boulevard Moulay Slimane, Casablanca",33.613326,-7.556379000000001,,,OPERATIONAL,"gas_station, point_of_interest, establishment",Winxo
ChIJRUUPbADNpw0RbguR23ITAXY,Station Petrom ANP,"Lotissement Gharnata, 8 Allee Des Parcs, Casablanca",33.61401869999999,-7.563231599999998,,,OPERATIONAL,"gas_station, point_of_interest, establishment",Petrom
ChIJ2dpNGb7Npw0RIe4RNpUV9Yo,Shell,"82 Boulevard Moulay Slimane, Casablanca",33.6107773,-7.562346799999998,3.9,11.0,OPERATIONAL,"gas_station, store, point_of_interest, establishment",Shell
ChIJhX4A7FXMpw0RoJxKnRaFJaE,Station Service Afriquia,"Boulevard Moulay Slimane, Casablanca",33.6108424,-7.5634504,3.1,18.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Afriquia
ChIJ-8UrLvjMpw0RZ0iGdCrDftY,TotalEnergies ZI AIN SEBAA,"Q.I Oukacha, Rue El Haouza, Casablanca",33.608013,-7.557900399999999,3.8,35.0,OPERATIONAL,"gas_station, point_of_interest, establishment",TotalEnergies
ChIJv2vLc-TNpw0RENfG_u8jlOk,Station Service Afriquia,"N1, Km 7 Route de Rabat, Dar-el-Beida",33.60392289999999,-7.5475017,3.6,70.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Afriquia
ChIJcb93uFHNpw0RF6vck8CTHOw,Station Service TotalEnergies Route de Zenata,"JF95+CHJ, Casablanca",33.6185765,-7.541121200000001,4.1,21.0,OPERATIONAL,"gas_station, point_of_interest, establishment",TotalEnergies
ChIJ5w6HBwDNpw0RxrxbUBg0d6c,Top Petrole (Siège Social),"JF44+CFF, Allée des Orangers, Dar-el-Beida",33.6060605,-7.5438388,,,OPERATIONAL,"gas_station, point_of_interest, establishment",Top Petrol
ChIJy6Unx4zMpw0RsASwuBHIEKQ,Station Winxo,"JF33+HR8, Boulevard Moulay Ismaïl, Casablanca",33.6039126,-7.5454241,2.9,16.0,OPERATIONAL,"gas_station, car_wash, car_repair, point_of_interest, establishment",Winxo
ChIJMxr56ozMpw0RgNdl9kBB2O0,TotalEnergies AIN SEBAA,"Pk 7, Route de Rabat, Casablanca",33.6039605,-7.544866400000002,3.9,61.0,OPERATIONAL,"gas_station, point_of_interest, establishment",TotalEnergies
ChIJX_iBI4zMpw0REtp-CFumaBk,STATION SHELL TARIK ESSALAMA,Casablanca,33.6039935,-7.5414776,3.4,50.0,OPERATIONAL,"gas_station, car_wash, car_repair, point_of_interest, establishment",Shell
ChIJi6gwPgDNpw0RlXGBrPEdvFE,Top petrol siège,"1er etage appt N° 5, imm business centre yasmina, Route de Rabat, Casablanca",33.60442619999999,-7.540954599999998,5.0,5.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Top Petrol
ChIJCYmXmgzNpw0Rjx6F7-U0ayw,Station service PETROMIN Ain Sebaa,"JF79+P79, Casablanca",33.6142792,-7.531769300000001,2.5,4.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Petromin
ChIJ6Qi1YgbLpw0RqKonskkqBOI,TotalEnergies,"JF5G+CV9, Route de Rabat, Casablanca",33.6085422,-7.522780099999998,3.7,6.0,OPERATIONAL,"gas_station, point_of_interest, establishment",TotalEnergies
ChIJm9WU8H7Lpw0R8QddDfIaCSY,Station Shell,"Km 9, National Route 1, 400 Route De Mohamadia, Dar-el-Beida",33.6089884,-7.521550499999998,3.9,51.0,OPERATIONAL,"gas_station, convenience_store, food, point_of_interest, store, establishment",Shell
ChIJvcDeYgDLpw0RNY7VLJ_0Lew,Station petrom,"JF5H+MGP, Casablanca",33.60920409999999,-7.521158799999998,3.6,5.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Petrom
ChIJ96Q87SLNpw0RymwdDDZjPaU,Petromin oils,"JFCC+PF3, Casablanca",33.6220217,-7.528099699999999,3.3,3.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Petromin
