place_id,name,address,latitude,longitude,rating,user_ratings_total,business_status,types,brand
ChIJf2GvGDLNpw0R8TK7gJJL4fM,Petromin oils 2,"JFC9+5GJ, Casablanca",33.62083539999999,-7.531775,,,OPERATIONAL,"gas_station, point_of_interest, establishment",Petromin
ChIJHYPuL3vMpw0R1O3VFLE0GG8,Station shell,"R322 Route De Mohamadia, الدار البيضاء",33.6193651,-7.5350729,3.6,48.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Shell
ChIJZaoC93vLpw0RlMV_r0RpfoU,Station Service Petromin Oils,"JF4J+F9J, Casablanca",33.6062054,-7.5190986,4.1,57.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Petromin
ChIJ55yRpkfLpw0RAvPznqWCxjY,Station-service Afriquia Chefchaouni,"Douar Zaouit Ait Lahcen Oubraym Oulad Berhil-lamhara, Boulevard Chefchaouni, Dar-el-Beida",33.6211753,-7.5118266,3.9,27.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Afriquia
ChIJ42lCBpvLpw0RtGYwTVxWeJ4,OLA ENERGY JET,"Boulevard Chefchaouni, Casablanca",33.6209,-7.511368000000003,3.9,26.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Ola Energy
ChIJvYCKI5jLpw0RsRGUkZskvE4,PETROM AIN SEBAA SIDI BERNOUSSI,"General 1, Casablanca",33.62805199999999,-7.516122999999999,4.5,13.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Petrom
ChIJu8bz9DDLpw0RvCc5GvajlYU,OLA ENERGY BENLAMLIH,"Boulevard Chefchaouni, Casablanca",33.622011,-7.509333,,,OPERATIONAL,"gas_station, point_of_interest, establishment",Ola Energy
ChIJfzlVrZ_Lpw0REyMPrw0VQiU,Afriquia EL BERNOUSSI,"N°, 1 Route de Rabat, الدار البيضاء",33.6154883,-7.505680499999999,3.4,98.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Afriquia
ChIJY9-Llp_Lpw0RBGOpWUVdzos,Petromin,"JF8W+48M, N1, Casablanca",33.6153256,-7.504208799999999,3.7,31.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Petromin
ChIJBTQjvmfLpw0R0ahfmArmEyU,Petromin Oils,"JG69+QGX, Casablanca",33.6119824,-7.4811553,3.2,21.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Petromin
ChIJ9ypZ0vXLpw0RJTy6QKGQSVs,Station service PETROMIN,"JG39+X6X, Casablanca",33.6049876,-7.481887700000001,2.3,3.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Petromin
ChIJ5zNoniLLpw0RL8KqOgoF7_c,Station Shell Etoile,"JG8F+F7V, Casablanca",33.61679660000001,-7.476890999999999,3.9,109.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Shell
ChIJoZ7GkznLpw0RdWYEO62rIEo,Petromin Oils Bernoussi,"JGG8+CX7, Casablanca",33.62604499999999,-7.482591299999999,1.0,1.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Petromin
ChIJvSxsTPXKpw0Ry2ENnzPdlzs,Station Service Shell,"JG8R+32R, N9",33.6152282,-7.459985,3.8,97.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Shell
ChIJE4nFGhrLpw0R29ceRPkNcBY,Station Service TotalEnergies,"Province de Sidi Bernoussi, Rte de Berrechid, تيط مليل",33.6206614,-7.457184899999999,4.6,15.0,OPERATIONAL,"gas_station, point_of_interest, establishment",TotalEnergies
ChIJOQGGq2rLpw0RPtTjMIO62QE,Station Total,"Rte N 9 Commune Chellalate, Mohammedia, Aïn Harrouda",33.62224,-7.454937899999999,4.5,11.0,OPERATIONAL,"gas_station, finance, point_of_interest, establishment",TotalEnergies
ChIJZajTiQDLpw0Rx0ApG8Wsi5M,OLA ENERGY OIL VERT,"Douar Ouled Sidi Ali Chtaiba, Mohammédia",33.621734,-7.453385,4.3,11.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Ola Energy
ChIJfYjAKQDLpw0RlEGZibiodyU,Station Service Afriquia IKEA Zenata,"municipalité De, A101 Ville Nouvelle Dezenata (Ikea, Aïn Harrouda",33.62814420000001,-7.461619899999999,4.0,85.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Afriquia
ChIJIXnSOI-1pw0RjmeSGoWTJKM,COLAS EMULSIONS BLED SOLB,"JHG9+86H, P3002, Âïn-Harrouda",33.6258144,-7.431905299999999,3.6,5.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Ola Energy
ChIJ4xkKsWO1pw0RxZsBc0RLA-E,Station Shell chellalat,Âïn-Harrouda,33.6249735,-7.437150399999999,3.9,15.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Shell
ChIJcxhRCmvLpw0R2W5C-JBeBJw,Shell,"Commune Rurale D'echalalate, P3002, عين حرودة",33.62374999999999,-7.439166999999999,,,OPERATIONAL,"gas_station, point_of_interest, establishment",Shell
ChIJyXMMfgDLpw0RIMFf20Oeoq4,Station Service Yoom,"JHG5+V7J, Âïn-Harrouda",33.6275226,-7.4422114,5.0,1.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Yoom
ChIJY_vLxYi1pw0Rd1xQNe2QaI0,TotalEnergies Cascades,"JHJF+M8Q, P3002, Âïn-Harrouda",33.6317003,-7.426656199999999,4.0,1.0,OPERATIONAL,"gas_station, point_of_interest, establishment",TotalEnergies
ChIJof28fDTLpw0RdGMIIdypMoA,Afriquia ZENATA,"Entrée Vers Mohammedia Zenata, Route des Zenata, Dar-el-Beida",33.6417935,-7.495522099999999,3.1,8.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Afriquia
ChIJ0X0qH2rKpw0RpaQVfjUcm0o,Station Service Petromin Oils,"JGMR+9P8, Âïn-Harrouda",33.6334177,-7.458174499999999,4.1,25.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Petromin
ChIJFfWqD2zKpw0RuQUhJsvgM_Q,Station Service Afriquia,"Croisement Route Nationale, N1, N1 Et Boulevard De La Palestine, Aïn Harrouda",33.6342535,-7.4538557,3.8,124.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Afriquia
ChIJe6Thu23Kpw0RMxvNqPY-VFI,Station Oilibya,"JGPX+3PM, N9, Aïn Harrouda",33.6352184,-7.4507136,1.5,2.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Ola Energy
ChIJK9v0MPPLpw0RLtWEvuBUSZg,OLA ENERGY,"National Route 1 Route de Casa, Aïn Harrouda",33.63526340000001,-7.4506203,,,OPERATIONAL,"gas_station, point_of_interest, establishment",Ola Energy
ChIJRT4xlW3Kpw0RpBcnHpZLdqs,TotalEnergies AIN HARROUDA,"N1, Aïn Harrouda",33.6348945,-7.4502161,3.8,237.0,OPERATIONAL,"gas_station, point_of_interest, establishment",TotalEnergies
ChIJH7W32MvLpw0RI8oGsxl4OTY,Station petrom,"N 1, Km 15, Âïn-Harrouda",33.6326207,-7.470869800000001,3.0,3.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Petrom
ChIJ-yL-yV-1pw0RKRTem-EATtY,Station Service Petromin Oils,"JHWJ+WQ, Âïn-Harrouda",33.6473125,-7.4180625,3.5,2.0,OPERATIONAL,"gas_station, point_of_interest, establishment",Petromin
ChIJC4eeakO1pw0RcPDYZ65AuoQ,Shell,"1 Route Principale De Rabat, عين حرودة",33.6513056,-7.4123831,,,OPERATIONAL,"gas_station, convenience_store, store, point_of_interest, food, establishment",Shell
